dossier_id,section,source_row,raw_json
M4-FUNG-0001,RECORD_IDENTITY,17,"{""A"": ""source_database"", ""B"": ""MIBiG"", ""E"": ""Primary external source database.""}"
M4-FUNG-0001,RECORD_IDENTITY,18,"{""A"": ""mibig_accession"", ""B"": ""BGC0000003"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""MIBiG accession if present.""}"
M4-FUNG-0001,RECORD_IDENTITY,19,"{""A"": ""mibig_version"", ""B"": ""3"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""MIBiG record version.""}"
M4-FUNG-0001,RECORD_IDENTITY,20,"{""A"": ""mibig_record_status"", ""B"": ""active"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""Database record status; do NOT interpret as pathway activity.""}"
M4-FUNG-0001,RECORD_IDENTITY,21,"{""A"": ""source_native_category_value"", ""B"": ""SQ_A"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""Source-native category value; provenance only; excluded from biological model features.""}"
M4-FUNG-0001,RECORD_IDENTITY,22,"{""A"": ""mibig_completeness"", ""B"": ""unknown"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""Database completeness flag.""}"
M4-FUNG-0001,RECORD_IDENTITY,23,"{""A"": ""primary_reference_doi"", ""B"": ""10.1007/s10327-004-0170-3"", ""C"": ""direct"", ""D"": ""S001; S002"", ""E"": ""Primary literature DOI if known.""}"
M4-FUNG-0001,RECORD_IDENTITY,24,"{""A"": ""primary_reference_year"", ""B"": ""2005"", ""C"": ""direct"", ""D"": ""S001; S002"", ""E"": ""Publication year.""}"
M4-FUNG-0001,RECORD_IDENTITY,25,"{""A"": ""primary_reference_source_id"", ""B"": ""S002"", ""C"": ""internal"", ""E"": ""Current MIBiG primary reference; publication year verified as 2005 despite 2004 appearing in the DOI string.""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,29,"{""A"": ""organism_name"", ""B"": ""Alternaria alternata"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""Accepted organism name used for this record.""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,30,"{""A"": ""strain_primary"", ""B"": ""NAF8"", ""C"": ""direct"", ""D"": ""S002; S003"", ""E"": ""Primary strain for the BGC/genetic evidence.""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,31,"{""A"": ""other_strains_studied"", ""B"": ""YM-19"", ""C"": ""direct"", ""D"": ""S004"", ""E"": ""Semicolon-separated strain names only; experiments stay separate below.""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,32,"{""A"": ""ncbi_taxon_id"", ""B"": ""5599"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""NCBI taxonomy identifier.""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,33,"{""A"": ""phylum"", ""B"": ""Ascomycota"", ""C"": ""direct"", ""D"": ""S001""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,34,"{""A"": ""class"", ""B"": ""Dothideomycetes"", ""C"": ""taxonomy"", ""D"": ""S005""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,35,"{""A"": ""order"", ""B"": ""Pleosporales"", ""C"": ""taxonomy"", ""D"": ""S005""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,36,"{""A"": ""family"", ""B"": ""Pleosporaceae"", ""C"": ""taxonomy"", ""D"": ""S005""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,37,"{""A"": ""genus"", ""B"": ""Alternaria"", ""C"": ""direct"", ""D"": ""S001""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,38,"{""A"": ""pathotype_or_ecotype"", ""B"": ""Strawberry pathotype"", ""C"": ""literature-supported"", ""D"": ""S002; S003; S004""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,39,"{""A"": ""ecological_lifestyle"", ""B"": ""Plant-pathogenic fungus"", ""C"": ""literature-supported"", ""D"": ""S002; S003; S004"", ""E"": ""e.g. plant pathogen, saprotroph, endophyte, symbiont.""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,40,"{""A"": ""host_or_environment"", ""B"": ""Strawberry host; laboratory fungal culture and conidial germination assays"", ""C"": ""literature-supported"", ""D"": ""S002; S003; S004"", ""E"": ""Japanese pear belongs to the related AK-toxin pathotype and is not listed as an AF-toxin host.""}"
M4-FUNG-0001,ORGANISM_AND_CONTEXT,41,"{""A"": ""geographic_origin_if_reported"", ""B"": ""NR"", ""C"": ""NR"", ""D"": ""S002; S003"", ""E"": ""Only when explicitly reported.""}"
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,45,"{""A"": ""primary_sequence_accession"", ""B"": ""AB179766.1"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""GenBank/ENA accession corresponding to reported BGC segment.""}"
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,46,"{""A"": ""reported_start_bp"", ""B"": ""1"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""Numeric start coordinate if applicable.""}"
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,47,"{""A"": ""reported_end_bp"", ""B"": ""37168"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""Numeric end coordinate if applicable.""}"
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,48,"{""A"": ""reported_length_bp"", ""B"": ""37168"", ""E"": ""Derived: end - start + 1.""}"
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,49,"{""A"": ""mibig_bgc_class"", ""B"": ""PKS (Unknown)"", ""C"": ""direct"", ""D"": ""S001"", ""E"": ""Verbatim database class.""}"
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,50,"{""A"": ""refined_bgc_class"", ""B"": ""PKS-containing AF-toxin biosynthetic programme"", ""C"": ""literature-supported"", ""D"": ""S002; S003"", ""E"": ""inference refinement; preserve MIBiG class separately.""}"
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,51,"{""A"": ""reported_bgc_boundary"", ""B"": ""AB179766.1:1-37168"", ""E"": ""Exact database/sequence boundary.""}"
M4-FUNG-0001,SEQUENCE_AND_GENOMIC_ARCHITECTURE,52,"{""A"": ""functional_programme_boundary"", ""B"": ""Extends beyond current MIBiG segment; incompletely delimited"", ""C"": ""inference"", ""D"": ""S001; S002; S003"", ""E"": ""Biologically implicated programme if broader/narrower than database boundary.""}"
